zone_id,node_id,old_poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,boundary_geometry,geometry,x_coord,y_coord
130,130,24145,949565954.0,,,,park,,"POLYGON ((-111.9141374 33.3713684, -111.9140782 33.3717437, -111.9140785 33.3719264, -111.9140332 33.3721426, -111.9141702 33.3722841, -111.9144271 33.372285, -111.9144002 33.372398, -111.9139882 33.3722586, -111.9119745 33.3722898, -111.9125259 33.3720621, -111.9127084 33.372235, -111.9129012 33.3721696, -111.9130914 33.3721682, -111.9140419 33.3716115, -111.9141374 33.3713684))",POINT (-111.9134766859229 33.372081863248205),-111.9134766859229,33.372081863248205
131,131,24146,949570841.0,,,,park,,"POLYGON ((-111.9304704 33.3609921, -111.9304692 33.3612219, -111.9308879 33.3612099, -111.9308886 33.361242, -111.9308922 33.3613099, -111.9295107 33.3613085, -111.929519 33.3605751, -111.9296703 33.3605576, -111.9296776 33.3609821, -111.9303301 33.3609841, -111.930321 33.3605118, -111.9304636 33.3605073, -111.9304704 33.3609921))",POINT (-111.93005015389855 33.361050230055156),-111.93005015389855,33.361050230055156
132,132,24147,949573739.0,,,,park,,"POLYGON ((-111.958462 33.3783573, -111.9585035 33.3784612, -111.9584504 33.3784556, -111.9584393 33.3785091, -111.958217 33.3784756, -111.9581626 33.3786631, -111.9581064 33.3796721, -111.9582983 33.3796561, -111.9582213 33.3798503, -111.9580332 33.3799617, -111.9579234 33.3783667, -111.9580936 33.3783637, -111.958462 33.3783573))",POINT (-111.95810255001341 33.37899817143383),-111.95810255001341,33.37899817143383
133,133,24148,951556118.0,,,,park,,"POLYGON ((-111.9653787 33.3275835, -111.9645417 33.3275804, -111.9645118 33.3276366, -111.9645305 33.3277865, -111.9647809 33.3277802, -111.9652778 33.3280706, -111.9654385 33.3280612, -111.9653787 33.3275835))",POINT (-111.96505049608132 33.32776653908965),-111.96505049608132,33.32776653908965
134,134,24149,951563812.0,,,,park,,"POLYGON ((-111.9314404 33.4480831, -111.9313141 33.4481301, -111.9311857 33.448226, -111.9311412 33.4482311, -111.9309976 33.4482112, -111.9309489 33.4481672, -111.9309254 33.4480832, -111.9309386 33.4479661, -111.9309397 33.4479402, -111.9309223 33.447885, -111.9309201 33.4478073, -111.9309407 33.4477425, -111.9309924 33.4477082, -111.9311001 33.4477001, -111.9311412 33.4477294, -111.9311794 33.4477622, -111.9312396 33.4477898, -111.931329 33.4477783, -111.9313746 33.4479342, -111.9314404 33.4480831))",POINT (-111.9311415543252 33.44797168531276),-111.9311415543252,33.44797168531276
135,135,24150,951567574.0,,,,park,,"POLYGON ((-111.9721596 33.3910398, -111.9719264 33.3910123, -111.9716372 33.3909732, -111.9714256 33.3909547, -111.9711042 33.3909432, -111.9709648 33.3909459, -111.9709326 33.3909316, -111.9709032 33.3909011, -111.9708872 33.3908567, -111.9708826 33.3907989, -111.9709539 33.3907993, -111.9709426 33.3903541, -111.9709566 33.3903428, -111.9711527 33.3902866, -111.9711645 33.3903189, -111.9711396 33.3903255, -111.9711392 33.3904631, -111.9711415 33.3905035, -111.9713626 33.3905096, -111.9713749 33.3905207, -111.9715935 33.3905251, -111.9716554 33.3905829, -111.9716393 33.3907184, -111.9717102 33.3907849, -111.971954 33.3907893, -111.971953 33.3907471, -111.9720129 33.3907512, -111.972017 33.3907185, -111.972057 33.390715, -111.9720536 33.3906787, -111.9720788 33.3906823, -111.9720864 33.3906007, -111.9721343 33.390602, -111.9721323 33.3905267, -111.9721603 33.3905295, -111.9721602 33.3905539, -111.9722181 33.3905538, -111.9722206 33.3905148, -111.9722149 33.3903585, -111.9721325 33.390357, -111.972133 33.390304, -111.9720509 33.3903029, -111.9720659 33.3901641, -111.971857 33.3901545, -111.9718565 33.3901361, -111.9719796 33.3901311, -111.9721048 33.3901336, -111.972285 33.3901546, -111.9724515 33.3901842, -111.9724633 33.3902061, -111.9723508 33.3904696, -111.9723382 33.390514, -111.9722047 33.3909288, -111.9721596 33.3910398))",POINT (-111.97163844422259 33.39067037135429),-111.97163844422259,33.39067037135429
136,136,24151,951575833.0,,,,park,,"POLYGON ((-111.962317 33.3541151, -111.9622759 33.3541089, -111.9623046 33.3540527, -111.9623062 33.3540258, -111.9622934 33.3539996, -111.962283 33.3539571, -111.9622433 33.3539402, -111.9621983 33.3539473, -111.962139 33.35394, -111.9621208 33.3539381, -111.9620623 33.3539683, -111.9620433 33.3539963, -111.962082 33.3540492, -111.9620969 33.3540739, -111.9620865 33.354108, -111.9620839 33.3541254, -111.9617897 33.3541214, -111.961785 33.3540033, -111.961799 33.3539812, -111.9618638 33.3539972, -111.9619118 33.3540049, -111.9619856 33.3539768, -111.961972 33.3539238, -111.961971 33.3538805, -111.9620648 33.3538817, -111.9621058 33.3538846, -111.9621125 33.3538751, -111.9622418 33.3539079, -111.9623235 33.3539197, -111.9623558 33.3539144, -111.9623216 33.3540651, -111.962317 33.3541151))",POINT (-111.9620312845989 33.354009627724174),-111.9620312845989,33.354009627724174
137,137,24152,951576681.0,,,,park,,"POLYGON ((-111.936107 33.3337592, -111.9361184 33.3331056, -111.9358199 33.3331214, -111.9355175 33.3332367, -111.9353211 33.3334308, -111.935253 33.3336266, -111.935253 33.3337623, -111.9354363 33.3337718, -111.936107 33.3337592))",POINT (-111.9357339706114 33.33347700961084),-111.9357339706114,33.33347700961084
138,138,25598,1299588192.0,,,,park,,"POLYGON ((-111.9147035 33.3740795, -111.9147106 33.3740092, -111.9143677 33.3740123, -111.914365 33.3740164, -111.9143378 33.3740195, -111.9143196 33.3740161, -111.9143906 33.3740766, -111.9147035 33.3740795))",POINT (-111.91453429337078 33.374043472763375),-111.91453429337078,33.374043472763375
139,139,25599,1299588196.0,,,,park,,"POLYGON ((-111.9145963 33.3772918, -111.9144256 33.3771474, -111.9144047 33.3771306, -111.9143132 33.3770584, -111.9142513 33.3770127, -111.9141605 33.3769508, -111.9140496 33.3768948, -111.9140316 33.3768882, -111.9144688 33.3767126, -111.914472 33.37673, -111.9144809 33.3767694, -111.9144979 33.3768095, -111.9145215 33.3768422, -111.9145469 33.3768804, -111.914578 33.3769189, -111.9146162 33.376952, -111.9146581 33.3769913, -111.9146732 33.3769996, -111.9147924 33.3770283, -111.9145963 33.3772918))",POINT (-111.91444478525082 33.376986268586194),-111.91444478525082,33.376986268586194
140,140,25691,28902977.0,,,,park,,"POLYGON ((-111.9395609 33.4158076, -111.939375 33.4155855, -111.9392148 33.4154384, -111.9389506 33.4152223, -111.9387207 33.4150666, -111.938406 33.4149049, -111.9384048 33.4148931, -111.9384435 33.4148726, -111.9385086 33.4148502, -111.9385823 33.4148441, -111.9396685 33.4148282, -111.9396689 33.4148424, -111.9397148 33.4148451, -111.939753 33.4148612, -111.9397732 33.4149023, -111.9397761 33.4155164, -111.9397518 33.4156295, -111.9396783 33.4157411, -111.9396064 33.4158086, -111.9395609 33.4158076))",POINT (-111.93931147240957 33.41517779382353),-111.93931147240957,33.41517779382353
141,141,25717,65014628.0,,,,park,,"POLYGON ((-111.9324208 33.4172806, -111.9323602 33.4172968, -111.9319748 33.4172846, -111.9314744 33.4173143, -111.9313659 33.4173203, -111.9309169 33.4172918, -111.9303338 33.4173133, -111.9302765 33.417278, -111.9302457 33.4161673, -111.9302606 33.416157, -111.9302595 33.4160519, -111.9303183 33.4160018, -111.9306062 33.4160148, -111.9308271 33.41599, -111.9311231 33.416019, -111.9314172 33.4160186, -111.9315759 33.4160424, -111.9321055 33.4160402, -111.9322307 33.416056, -111.9324168 33.4161266, -111.9325558 33.4162051, -111.932589 33.4162428, -111.9325979 33.4162805, -111.9325479 33.4165674, -111.9325468 33.4167212, -111.9325595 33.4168639, -111.9325817 33.4169713, -111.9325961 33.4170668, -111.9326006 33.417249, -111.9325659 33.4172785, -111.9324208 33.4172806))",POINT (-111.93139590271413 33.41666733813215),-111.93139590271413,33.41666733813215
142,142,25749,219731318.0,,,,park,,"POLYGON ((-111.9697133 33.4017403, -111.969542 33.401711, -111.9694885 33.4019311, -111.9697646 33.4019653, -111.9701156 33.4020069, -111.9705807 33.4020316, -111.9707337 33.4020397, -111.970821 33.4020352, -111.9708121 33.4019965, -111.9709564 33.4019341, -111.9710722 33.4016381, -111.9708594 33.4015763, -111.9706812 33.4015198, -111.9705541 33.4018503, -111.970091 33.4018325, -111.9697133 33.4017403))",POINT (-111.97037986296499 33.40184436874588),-111.97037986296499,33.40184436874588
143,143,25800,242630981.0,,,,park,,"POLYGON ((-112.0451815 33.4170028, -112.043821 33.4165842, -112.0424531 33.4162572, -112.0397773 33.4164313, -112.0377093 33.4167267, -112.0358317 33.4163393, -112.0344655 33.4160723, -112.0333518 33.416001, -112.0326793 33.4159579, -112.0310208 33.41587, -112.0302975 33.4157722, -112.0295058 33.4157213, -112.028993 33.4157932, -112.0285982 33.415862, -112.0273058 33.4161237, -112.0244493 33.4166078, -112.0204398 33.4168712, -112.0155389 33.4193355, -112.0086622 33.4228006, -112.002554 33.4251474, -112.0000412 33.4258572, -111.994197 33.426352, -111.9904516 33.4272127, -111.9803692 33.4308704, -111.976816 33.4322424, -111.9748714 33.4328741, -111.9735085 33.4332832, -111.9723241 33.4336055, -111.9700839 33.4340711, -111.968247 33.4343356, -111.9660686 33.4344563, -111.963712 33.4343323, -111.9626802 33.4341693, -111.9613769 33.4340138, -111.9609795 33.4339457, -111.9520612 33.4327571, -111.9503236 33.4324928, -111.9500362 33.4324701, -111.9500025 33.4325589, -111.949774 33.4325306, -111.949767 33.4325581, -111.9497606 33.4325837, -111.94971 33.432579, -111.9494868 33.4337697, -111.9492644 33.4349562, -111.9501192 33.4350623, -111.952905 33.4354082, -111.9594067 33.4361334, -111.9631403 33.4367422, -111.9651777 33.4370914, -111.9697804 33.436975, -111.9748122 33.4359364, -111.9788346 33.4342209, -111.9942425 33.4282962, -111.9981216 33.4273939, -112.0016272 33.4274486, -112.003454 33.4275926, -112.0038816 33.4275606, -112.0043603 33.4274172, -112.0051786 33.4271059, -112.0063162 33.4265876, -112.0087416 33.4253883, -112.0120088 33.4237692, -112.0162396 33.4215907, -112.0191197 33.4201061, -112.0216036 33.4192859, -112.02384 33.4186934, -112.025681 33.4181319, -112.0291645 33.4174281, -112.0302583 33.4173027, -112.0316858 33.417849, -112.0388713 33.4180523, -112.0392818 33.4180639, -112.0399577 33.4180639, -112.0424468 33.4177236, -112.0467491 33.4188967, -112.0491201 33.4196042, -112.0549137 33.4208937, -112.0584435 33.4214936, -112.0616943 33.4217086, -112.0638615 33.4214578, -112.0655996 33.4213414, -112.0674235 33.4216996, -112.0696015 33.4216996, -112.0730991 33.4222011, -112.0731183 33.4212871, -112.0707684 33.4209995, -112.0699179 33.4209175, -112.0676528 33.4206395, -112.0660219 33.4204093, -112.0652105 33.4202825, -112.0644843 33.420457, -112.063397 33.4205407, -112.0624973 33.4204428, -112.0612726 33.4202603, -112.0591643 33.4200049, -112.0571887 33.4198007, -112.0563101 33.4195688, -112.0557363 33.4192938, -112.0552998 33.4191067, -112.0541275 33.4186966, -112.0530796 33.4184038, -112.0520444 33.418376, -112.0507616 33.4183415, -112.0499285 33.4183836, -112.0488963 33.4182155, -112.047912 33.4179233, -112.0461463 33.4174103, -112.0451815 33.4170028))",POINT (-112.00298802823448 33.42635370060036),-112.00298802823448,33.42635370060036
144,144,26926,918941269.0,,,,park,,"POLYGON ((-111.9343077 33.3205202, -111.9343 33.3201437, -111.9327623 33.320159, -111.9327691 33.3206569, -111.9328585 33.3210877, -111.932925 33.3213903, -111.9330075 33.3224071, -111.9330877 33.3232918, -111.9342175 33.3233052, -111.9345887 33.3233359, -111.9346231 33.3230237, -111.9339127 33.323039, -111.9339264 33.3231903, -111.9336537 33.3231884, -111.9336285 33.3229165, -111.933491 33.3228227, -111.9333993 33.3226139, -111.9333535 33.3220299, -111.9331748 33.3220107, -111.9331564 33.3217886, -111.9332343 33.3217867, -111.9333214 33.3212869, -111.9331037 33.3209997, -111.933106 33.3208062, -111.9332573 33.3205688, -111.9335987 33.3204864, -111.9339608 33.3203773, -111.9343077 33.3205202))",POINT (-111.9333894348822 33.321680419518245),-111.9333894348822,33.321680419518245
145,145,27879,949249988.0,,,,park,,"POLYGON ((-111.9393109 33.3818298, -111.9393207 33.3826725, -111.9389241 33.3826933, -111.9389082 33.3818313, -111.9393109 33.3818298))",POINT (-111.93911519899618 33.38225571421959),-111.93911519899618,33.38225571421959
146,146,27880,949249991.0,,,,park,,"POLYGON ((-111.9397316 33.3802522, -111.9396614 33.3802454, -111.9396624 33.3801892, -111.9395023 33.3802023, -111.9395091 33.3805758, -111.9403013 33.3806155, -111.9403027 33.3804713, -111.9402868 33.3804813, -111.9397557 33.3804847, -111.9397344 33.3804678, -111.9397316 33.3802522))",POINT (-111.93980097857457 33.38046073207199),-111.93980097857457,33.38046073207199
147,147,27881,949565952.0,,,,park,,"POLYGON ((-111.918591 33.373267, -111.9186752 33.3731556, -111.9187718 33.3730946, -111.9188737 33.373073, -111.919004 33.3730559, -111.9190995 33.3730706, -111.9191499 33.3730967, -111.9191607 33.3731023, -111.9193408 33.3731767, -111.9194344 33.3730285, -111.9197807 33.3731798, -111.9195937 33.3734757, -111.9194434 33.3737251, -111.9194951 33.3737511, -111.9196672 33.3735225, -111.9197125 33.3734414, -111.9197988 33.3732618, -111.9198275 33.3731453, -111.9198513 33.3727248, -111.9196594 33.3727529, -111.9195097 33.3727839, -111.9194959 33.3727411, -111.9195001 33.3726421, -111.9195193 33.3725588, -111.9195431 33.3725082, -111.919565 33.3724665, -111.9195108 33.37245, -111.9194894 33.3724898, -111.9194609 33.3725184, -111.9194089 33.3725399, -111.9194038 33.3725688, -111.9194061 33.372825, -111.9185729 33.3728084, -111.9185909 33.3725398, -111.9185037 33.3725083, -111.9185052 33.3728584, -111.9185996 33.3729301, -111.9186167 33.3730591, -111.918591 33.373267))",POINT (-111.91925867468974 33.37296761839497),-111.91925867468974,33.37296761839497
148,148,27882,949891232.0,,,,park,,"POLYGON ((-111.9536054 33.3910143, -111.9535792 33.3916447, -111.9532334 33.3916207, -111.9532176 33.3921189, -111.9529826 33.392159, -111.9529709 33.3916326, -111.9527097 33.3916114, -111.9528179 33.3911401, -111.9527155 33.3911226, -111.9527434 33.39107, -111.9531702 33.3910788, -111.9536054 33.3910143))",POINT (-111.95316656144874 33.391459107795725),-111.95316656144874,33.391459107795725
149,149,27883,951563810.0,,,,park,,"POLYGON ((-111.9327809 33.4457095, -111.9326433 33.445742, -111.932338 33.4461109, -111.93225 33.4461981, -111.9321314 33.4462758, -111.931963 33.4463115, -111.9316303 33.4463184, -111.9318087 33.4461115, -111.9319607 33.4459874, -111.9321271 33.4458798, -111.9323038 33.4457951, -111.9325495 33.4457049, -111.9327006 33.4456444, -111.9327477 33.4456535, -111.9327724 33.4456759, -111.9327809 33.4457095))",POINT (-111.932174214137 33.44602956735319),-111.932174214137,33.44602956735319
150,150,27884,951567571.0,,,,park,,"POLYGON ((-111.9652335 33.3898991, -111.9651929 33.3899491, -111.9650502 33.3899629, -111.9649641 33.3899741, -111.9648853 33.3899533, -111.9648071 33.3899139, -111.964725 33.3899218, -111.9647047 33.3899919, -111.9646476 33.3900881, -111.9645903 33.390054, -111.9645171 33.3898509, -111.9645302 33.3898193, -111.9645648 33.3897759, -111.9645864 33.389745, -111.9647507 33.3897083, -111.9646982 33.3895562, -111.9647015 33.3895112, -111.9647325 33.3894755, -111.9647057 33.3894272, -111.9646714 33.3894037, -111.9646567 33.3893807, -111.9646703 33.389362, -111.9646861 33.3893499, -111.9647531 33.3893757, -111.9648431 33.3894011, -111.9649695 33.3894204, -111.9649977 33.3894368, -111.9650284 33.3894449, -111.9650623 33.3894265, -111.9650921 33.3893893, -111.9651183 33.3893425, -111.965138 33.3892773, -111.9651441 33.3892436, -111.965165 33.3892207, -111.9652527 33.3892707, -111.9652734 33.3892765, -111.9652921 33.3892658, -111.9653169 33.3892761, -111.9653096 33.3892963, -111.9652708 33.3893027, -111.9652261 33.3893028, -111.9651949 33.3893299, -111.9652033 33.3893901, -111.9652285 33.3894882, -111.9652281 33.389532, -111.9652159 33.3898092, -111.9652335 33.3898991))",POINT (-111.9649277923561 33.389687304710186),-111.9649277923561,33.389687304710186
151,151,27885,951575818.0,,,,park,,"POLYGON ((-111.9149127 33.3624138, -111.9147708 33.3623941, -111.9148085 33.3617435, -111.9148295 33.3614417, -111.9149963 33.3614481, -111.9149457 33.3616244, -111.9149328 33.3618872, -111.9149159 33.3623879, -111.9149127 33.3624138))",POINT (-111.9148682919502 33.3619234271765),-111.9148682919502,33.3619234271765
152,152,27886,951575822.0,,,,park,,"POLYGON ((-111.9561941 33.3398419, -111.9560839 33.3398859, -111.9560137 33.3399143, -111.9559621 33.3399537, -111.9559038 33.3399636, -111.9558388 33.3399381, -111.9558042 33.3399151, -111.9557979 33.3398607, -111.9558183 33.3397866, -111.9558216 33.3396201, -111.9558012 33.3395375, -111.9558048 33.3394224, -111.9558426 33.3393954, -111.9559242 33.3394009, -111.9559445 33.3394237, -111.9559493 33.3394819, -111.9559681 33.3395088, -111.9560123 33.3395168, -111.9560421 33.3395139, -111.956062 33.3395693, -111.9561422 33.3396596, -111.9562392 33.3397721, -111.9562236 33.3398114, -111.9561941 33.3398419))",POINT (-111.9559691610943 33.33970580844266),-111.9559691610943,33.33970580844266
153,153,27887,951575835.0,,,,park,,"POLYGON ((-111.9610666 33.3529493, -111.9610406 33.3529749, -111.9610064 33.3529847, -111.9609242 33.3529944, -111.9608366 33.3529936, -111.9607935 33.352947, -111.9607787 33.3529119, -111.9608057 33.3528981, -111.9608509 33.3528901, -111.9608817 33.3528797, -111.9608931 33.3528661, -111.9609419 33.3528408, -111.9609605 33.3528357, -111.9609821 33.3528358, -111.9610165 33.3528365, -111.9610401 33.3528504, -111.9610443 33.3528651, -111.9610623 33.3528774, -111.9610666 33.3529493))",POINT (-111.96093793628768 33.352921932335754),-111.96093793628768,33.352921932335754
154,154,27888,951576679.0,,,,park,,"POLYGON ((-111.937483 33.3305971, -111.9373885 33.3310465, -111.9373256 33.3311638, -111.9372262 33.3311962, -111.937311 33.3314573, -111.9375993 33.3309614, -111.9377495 33.3305991, -111.937483 33.3305971))",POINT (-111.9374862632239 33.330952558971255),-111.9374862632239,33.330952558971255
155,155,27889,951582378.0,,,,park,,"POLYGON ((-111.9360962 33.416633, -111.9359304 33.4166352, -111.9359288 33.4165702, -111.9359653 33.4165694, -111.9359776 33.4165753, -111.9359948 33.4165799, -111.9360117 33.4165821, -111.9360292 33.4165804, -111.9360468 33.4165759, -111.936065 33.4165664, -111.9360962 33.4165667, -111.9360962 33.416633))",POINT (-111.93601313939841 33.416603526506606),-111.93601313939841,33.416603526506606
156,156,27928,951753028.0,,,,park,,"POLYGON ((-111.8827496 33.4275001, -111.8827216 33.4275538, -111.8826986 33.4275685, -111.8826591 33.427566, -111.8826269 33.4275467, -111.882605 33.4275127, -111.8826038 33.4274434, -111.8826026 33.4273515, -111.8826205 33.4272163, -111.8826144 33.4271824, -111.8826011 33.4271559, -111.8825689 33.4271311, -111.8825202 33.4271141, -111.8825084 33.4271114, -111.8825098 33.4271017, -111.8824854 33.4270991, -111.8824817 33.4270721, -111.8825735 33.4270677, -111.8825956 33.4270538, -111.8826108 33.4269542, -111.8826032 33.4268896, -111.8825874 33.4268555, -111.8824841 33.4268544, -111.8824837 33.4268297, -111.8825843 33.4268261, -111.8826113 33.4267993, -111.8826372 33.4267578, -111.882641 33.4267039, -111.8826122 33.4266426, -111.8825337 33.4266048, -111.8824766 33.4266047, -111.8824198 33.4266312, -111.8824058 33.4266339, -111.8824096 33.4264524, -111.8824567 33.4264369, -111.8824929 33.4264136, -111.8825029 33.4263874, -111.8825091 33.4263459, -111.8827324 33.4263482, -111.882787 33.4265861, -111.8827597 33.4266566, -111.8827138 33.4267293, -111.8826984 33.4267734, -111.8827276 33.4268454, -111.8827468 33.4268916, -111.8827651 33.4269819, -111.882758 33.427093, -111.8827206 33.4271987, -111.8827052 33.4272669, -111.8827335 33.4273783, -111.882746 33.4274523, -111.8827496 33.4275001))",POINT (-111.88263811290014 33.426848097143434),-111.88263811290014,33.426848097143434
157,157,27929,951788665.0,,,,park,,"POLYGON ((-111.9288916 33.3926599, -111.9288625 33.3928481, -111.9282377 33.3928469, -111.9281796 33.3926658, -111.9288916 33.3926599))",POINT (-111.92854474007643 33.39275314805379),-111.92854474007643,33.39275314805379
158,158,27930,951849869.0,,,,park,,"POLYGON ((-111.9480613 33.3545531, -111.948038 33.3547235, -111.946078 33.3546961, -111.9460112 33.3536361, -111.9461547 33.353592, -111.9461824 33.3544173, -111.9463104 33.3545769, -111.9480613 33.3545531))",POINT (-111.94679539168128 33.35446641444106),-111.94679539168128,33.35446641444106
159,159,27931,951851354.0,,,,park,,"POLYGON ((-111.9404902 33.3374382, -111.9404592 33.3373789, -111.9403826 33.3373277, -111.9401039 33.3372723, -111.9395922 33.3377024, -111.9395889 33.3378566, -111.9395531 33.3379549, -111.9393087 33.337931, -111.9392366 33.3379246, -111.9392179 33.3380495, -111.9394888 33.3380462, -111.9397198 33.3380558, -111.9398933 33.3379494, -111.9404176 33.338023, -111.9404545 33.3378514, -111.9405459 33.3376464, -111.9404902 33.3374382))",POINT (-111.94003540059913 33.337711216942665),-111.94003540059913,33.337711216942665
160,160,30515,1119329709.0,,,,park,,"POLYGON ((-111.9026319 33.4025126, -111.903043 33.4025165, -111.9031112 33.4025014, -111.9040758 33.4022155, -111.9040805 33.4024306, -111.9040932 33.4025469, -111.9041296 33.4027385, -111.9041652 33.402889, -111.9042216 33.4030669, -111.9042972 33.4032639, -111.9044785 33.4037185, -111.9028973 33.4041793, -111.902627 33.4042727, -111.9026319 33.4025126))",POINT (-111.90342526120135 33.403244820064266),-111.90342526120135,33.403244820064266
161,161,30720,1299588195.0,,,,park,,"POLYGON ((-111.914673 33.3733999, -111.9146207 33.3733987, -111.9142826 33.3733969, -111.9142748 33.3733361, -111.9143535 33.3733427, -111.9144776 33.3733433, -111.9145538 33.373343, -111.9146754 33.3733349, -111.914673 33.3733999))",POINT (-111.91447924527331 33.37336938539254),-111.91447924527331,33.37336938539254
162,162,30780,1352232198.0,,,,park,,"POLYGON ((-111.9174382 33.3745898, -111.9173267 33.3745673, -111.9170817 33.3745118, -111.9170574 33.3744774, -111.9170975 33.3744569, -111.9171263 33.3744302, -111.9171562 33.3743798, -111.917158 33.374374, -111.917176 33.3743168, -111.9171828 33.3742708, -111.9174071 33.3743092, -111.9175814 33.3744413, -111.9174382 33.3745898))",POINT (-111.91732229215076 33.37443667135952),-111.91732229215076,33.37443667135952
163,163,30809,29208350.0,,,,park,,"POLYGON ((-111.9005981 33.3840541, -111.9006168 33.3842728, -111.9006215 33.3843287, -111.900647 33.3843153, -111.9006825 33.3843192, -111.9007727 33.3843735, -111.9008374 33.3844732, -111.9008371 33.3845314, -111.9008357 33.3845776, -111.9008116 33.3846232, -111.900711 33.3846999, -111.900598 33.3847968, -111.9005983 33.3853098, -111.9015996 33.3852921, -111.9017337 33.3852972, -111.9018577 33.3853074, -111.9018619 33.3850784, -111.9017761 33.3849709, -111.9017332 33.3848347, -111.9016903 33.3846914, -111.9016559 33.3845337, -111.9016505 33.3844413, -111.9015646 33.3844413, -111.9015652 33.3844147, -111.901562 33.3843502, -111.9015493 33.3840641, -111.9007305 33.3840611, -111.9005981 33.3840541))",POINT (-111.90118120234806 33.38473032392483),-111.90118120234806,33.38473032392483
164,164,30818,30577539.0,,,,park,,"POLYGON ((-111.9177644 33.3900739, -111.9189485 33.3900669, -111.9189769 33.3900667, -111.9189769 33.3904537, -111.9189882 33.3908839, -111.9189941 33.3911058, -111.9190787 33.391365, -111.9190971 33.3914211, -111.9185821 33.3915358, -111.9181787 33.3915716, -111.9178849 33.391576, -111.9177649 33.3915778, -111.9177644 33.3900739))",POINT (-111.91837307986984 33.39081271565843),-111.91837307986984,33.39081271565843
165,165,30820,34439191.0,,,,park,,"POLYGON ((-111.9609795 33.4339457, -111.9520612 33.4327571, -111.9503236 33.4324928, -111.9500362 33.4324701, -111.9500025 33.4325589, -111.949774 33.4325306, -111.949767 33.4325581, -111.9497606 33.4325837, -111.94971 33.432579, -111.9495064 33.4325527, -111.9490281 33.4324826, -111.9490302 33.4324472, -111.9489288 33.4324327, -111.9488962 33.4324281, -111.9488647 33.4324236, -111.9486226 33.4323891, -111.9481286 33.4322951, -111.9478121 33.4322386, -111.9477989 33.4322835, -111.947731 33.432269, -111.9475496 33.4322462, -111.9474213 33.4322559, -111.9474188 33.4322807, -111.9471636 33.4323233, -111.9468838 33.4323492, -111.9468756 33.4323243, -111.9467596 33.4323174, -111.9466843 33.4323015, -111.946589 33.4322711, -111.9463721 33.4321985, -111.9462073 33.4321612, -111.9460607 33.4321481, -111.9459166 33.432137, -111.9450521 33.4320831, -111.9448 33.4320688, -111.9443696 33.4320609, -111.9442391 33.4320661, -111.9441863 33.4320805, -111.9441126 33.4321074, -111.9440493 33.4321396, -111.9439404 33.4322061, -111.9438099 33.4322667, -111.9437515 33.4317127, -111.9441021 33.4316987, -111.9445313 33.4316674, -111.944998 33.4315957, -111.945484 33.4315243, -111.9456036 33.4314505, -111.9468137 33.4311253, -111.9472156 33.4310317, -111.9475746 33.4309644, -111.9479448 33.4309202, -111.9483827 33.430889, -111.9486659 33.430885, -111.9489222 33.4309249, -111.9494548 33.4309642, -111.949516 33.4309949, -111.9495608 33.4310289, -111.9496761 33.4310307, -111.9497268 33.4310107, -111.9498242 33.4309684, -111.9507828 33.4310818, -111.9511924 33.4311196, -111.9514535 33.4311325, -111.9517822 33.4311339, -111.9522696 33.4310896, -111.9523014 33.4311515, -111.9525822 33.4310999, -111.9526148 33.4310437, -111.9528262 33.4310155, -111.9539031 33.4307581, -111.9542497 33.4306879, -111.9545889 33.4306635, -111.9549084 33.4306623, -111.9551924 33.4306878, -111.955415 33.43074, -111.9557028 33.4307637, -111.9565312 33.4309417, -111.9568198 33.4309684, -111.9570655 33.4309949, -111.9572993 33.4310148, -111.9575684 33.4311127, -111.9576311 33.4312109, -111.9576682 33.4323848, -111.9587668 33.4327143, -111.9592131 33.4328218, -111.9596595 33.4329006, -111.96008 33.4329149, -111.9610162 33.4329268, -111.9609839 33.4337446, -111.9609795 33.4339457))",POINT (-111.95317436154825 33.432067650117396),-111.95317436154825,33.432067650117396
